Device: DAQ 4
Serial Number: 2135C5F
Channel Count: 7
Sample Count: 3986
Start Time: 8/25/2023 10:24:33 AM
Scan Rate: 1
Sample,Date/Time,Engine Inlet Left (°C),TC15 (°C),TESS Out (°C),Engine Exhaust (°C),Engine Inlet Right (°C),TC18 (°C),TESS In (°C)
2505,8/25/2023 11:06:18 AM,1222.058,30.176,33.855,656.859,1283.046,29.217,28.208
2506,8/25/2023 11:06:19 AM,1237.048,30.176,33.826,657.283,1272.854,29.364,28.252
2507,8/25/2023 11:06:20 AM,1281.758,30.147,33.855,657.458,1258.110,29.311,28.214
2508,8/25/2023 11:06:21 AM,1275.366,30.080,33.950,658.814,1205.085,29.179,28.362
2509,8/25/2023 11:06:22 AM,1258.320,30.109,33.876,658.142,1205.174,29.273,28.236
2510,8/25/2023 11:06:23 AM,1230.093,30.057,33.649,657.817,1203.555,29.259,28.265
2511,8/25/2023 11:06:24 AM,1205.015,29.837,33.619,659.102,1211.431,29.229,28.191
2512,8/25/2023 11:06:25 AM,1212.119,29.830,33.613,659.899,1203.905,29.221,28.271
2513,8/25/2023 11:06:26 AM,1198.961,29.889,33.496,659.948,1194.120,29.051,28.116
2514,8/25/2023 11:06:27 AM,1195.439,29.845,33.393,660.476,1206.488,29.248,28.225
2515,8/25/2023 11:06:28 AM,1183.801,29.939,33.370,660.595,1223.380,29.328,28.158
2516,8/25/2023 11:06:29 AM,1185.463,29.813,33.274,660.291,1200.371,29.114,28.223
2517,8/25/2023 11:06:30 AM,1200.575,29.887,33.362,660.319,1209.795,29.173,28.238
2518,8/25/2023 11:06:31 AM,1240.902,29.843,33.464,659.879,1202.345,29.259,28.324
2519,8/25/2023 11:06:32 AM,1244.840,29.902,33.450,660.289,1191.029,29.318,28.192
2520,8/25/2023 11:06:33 AM,1235.992,29.902,33.538,659.357,1215.832,29.259,28.089
2521,8/25/2023 11:06:34 AM,1204.875,29.902,33.391,660.202,1201.935,29.286,28.278
2522,8/25/2023 11:06:35 AM,1198.362,29.937,33.471,660.145,1194.609,29.242,28.248
2523,8/25/2023 11:06:36 AM,1210.048,29.944,33.565,661.931,1215.852,29.204,28.240
2524,8/25/2023 11:06:37 AM,1220.398,29.988,33.594,662.516,1194.101,29.225,28.349
2525,8/25/2023 11:06:38 AM,1226.150,29.988,33.711,663.215,1216.409,29.246,28.370
2526,8/25/2023 11:06:39 AM,1228.214,29.900,33.770,662.698,1226.941,29.179,28.406
2527,8/25/2023 11:06:40 AM,1233.827,29.818,33.893,662.690,1235.994,29.244,28.442
2528,8/25/2023 11:06:41 AM,1234.488,30.170,33.864,661.199,1227.847,29.280,28.389
2529,8/25/2023 11:06:42 AM,1265.268,30.250,34.031,660.787,1240.560,29.263,28.314
2530,8/25/2023 11:06:43 AM,1268.752,30.300,34.038,661.217,1242.809,29.358,28.335
2531,8/25/2023 11:06:44 AM,1274.994,30.254,34.094,660.729,1243.581,29.320,28.312
2532,8/25/2023 11:06:45 AM,1301.966,30.231,34.188,661.207,1235.298,29.259,28.310
2533,8/25/2023 11:06:46 AM,1291.045,30.429,34.282,661.383,1249.294,29.324,28.345
2534,8/25/2023 11:06:47 AM,1310.737,29.950,34.157,661.996,1279.562,29.375,28.396
2535,8/25/2023 11:06:48 AM,1291.704,29.883,34.295,662.539,1275.300,29.337,28.402
2536,8/25/2023 11:06:49 AM,1292.205,30.080,34.301,663.244,1265.996,29.350,28.282
2537,8/25/2023 11:06:50 AM,1302.566,30.219,34.234,663.561,1282.801,29.253,28.303
2538,8/25/2023 11:06:51 AM,1280.073,30.328,34.328,663.185,1283.232,29.377,28.280
2539,8/25/2023 11:06:52 AM,1277.403,30.297,34.385,662.824,1260.653,29.310,28.346
2540,8/25/2023 11:06:53 AM,1301.930,30.288,34.537,662.689,1264.565,29.316,28.219
2541,8/25/2023 11:06:54 AM,1297.555,30.074,34.456,663.641,1258.273,29.381,28.358
2542,8/25/2023 11:06:55 AM,1279.416,30.110,34.462,663.958,1276.488,29.299,28.423
2543,8/25/2023 11:06:56 AM,1300.399,30.234,34.527,663.506,1280.539,29.344,28.526
2544,8/25/2023 11:06:57 AM,1304.913,30.034,34.475,664.516,1267.407,29.394,28.533
2545,8/25/2023 11:06:58 AM,1296.367,29.841,34.473,664.748,1266.373,29.224,28.598
2546,8/25/2023 11:06:59 AM,1245.617,29.781,34.544,664.607,1257.593,29.341,28.539
2547,8/25/2023 11:07:00 AM,1290.456,29.978,34.477,665.192,1240.157,29.289,28.663
2548,8/25/2023 11:07:01 AM,1276.293,29.873,34.490,664.952,1248.620,29.289,28.634
2549,8/25/2023 11:07:02 AM,1267.077,29.894,34.525,664.924,1249.154,29.333,28.648
2550,8/25/2023 11:07:03 AM,1259.003,29.886,34.561,665.453,1252.379,29.369,28.669
2551,8/25/2023 11:07:04 AM,1279.386,29.774,34.684,665.043,1193.414,29.104,28.669
2552,8/25/2023 11:07:05 AM,1278.616,29.913,34.734,663.926,1202.125,29.325,28.508
2553,8/25/2023 11:07:06 AM,1283.609,29.875,34.697,663.494,1220.962,29.360,28.808
2554,8/25/2023 11:07:07 AM,1285.276,29.911,34.747,663.494,1231.026,29.331,28.514
2555,8/25/2023 11:07:08 AM,1285.757,29.859,34.782,663.268,1238.495,29.287,28.646
2556,8/25/2023 11:07:09 AM,1284.759,29.844,34.782,663.198,1238.296,29.228,28.602
2557,8/25/2023 11:07:10 AM,1286.164,29.829,34.592,662.223,1234.882,29.258,28.602
2558,8/25/2023 11:07:11 AM,1293.791,30.056,34.642,663.198,1247.569,29.228,28.676
2559,8/25/2023 11:07:12 AM,1274.632,29.997,34.745,664.554,1260.610,29.272,28.705
2560,8/25/2023 11:07:13 AM,1282.549,29.982,34.657,664.837,1257.664,29.258,28.587
2561,8/25/2023 11:07:14 AM,1294.913,29.894,34.716,664.795,1264.414,29.199,28.587
2562,8/25/2023 11:07:15 AM,1289.851,29.968,34.759,665.487,1264.062,29.272,28.499
2563,8/25/2023 11:07:16 AM,1297.337,29.930,34.795,664.809,1233.194,29.184,28.440
2564,8/25/2023 11:07:17 AM,1302.452,29.812,34.649,665.205,1245.322,29.272,28.676
2565,8/25/2023 11:07:18 AM,1282.438,29.812,34.707,664.173,1242.895,29.346,28.617
2566,8/25/2023 11:07:19 AM,1250.835,29.930,34.751,663.678,1205.844,29.199,28.617
2567,8/25/2023 11:07:20 AM,1277.024,29.922,34.743,662.124,1188.882,29.331,28.632
2568,8/25/2023 11:07:21 AM,1286.575,29.848,34.801,662.435,1177.608,29.199,28.543
2569,8/25/2023 11:07:22 AM,1272.009,29.928,34.617,663.636,1183.928,29.302,28.602
2570,8/25/2023 11:07:23 AM,1264.245,29.884,34.691,663.961,1212.874,29.155,28.573
2571,8/25/2023 11:07:24 AM,1237.205,29.802,34.521,664.094,1210.568,29.396,28.535
2572,8/25/2023 11:07:25 AM,1218.807,29.905,34.536,665.584,1209.854,29.329,28.482
2573,8/25/2023 11:07:26 AM,1259.571,29.693,34.398,665.265,1243.000,29.247,28.518
2574,8/25/2023 11:07:27 AM,1285.481,29.634,34.354,665.449,1263.682,29.262,28.636
2575,8/25/2023 11:07:28 AM,1290.788,29.678,34.348,666.148,1274.429,29.298,28.613
2576,8/25/2023 11:07:29 AM,1276.129,29.672,34.406,665.610,1215.718,29.216,28.516
2577,8/25/2023 11:07:30 AM,1277.975,29.825,34.398,665.178,1196.079,29.157,28.434
2578,8/25/2023 11:07:31 AM,1283.045,29.678,34.500,665.509,1208.194,29.281,28.567
2579,8/25/2023 11:07:32 AM,1281.624,29.590,34.252,667.170,1216.816,29.199,28.499
2580,8/25/2023 11:07:33 AM,1277.715,29.510,34.245,667.063,1253.579,29.264,28.520
2581,8/25/2023 11:07:34 AM,1292.912,29.472,34.003,666.736,1241.721,29.233,28.445
2582,8/25/2023 11:07:35 AM,1287.745,29.525,34.070,667.491,1256.039,29.210,28.481
2583,8/25/2023 11:07:36 AM,1287.728,29.466,33.923,668.346,1256.146,29.201,28.516
2584,8/25/2023 11:07:37 AM,1295.667,29.516,33.886,667.016,1248.088,29.245,28.399
2585,8/25/2023 11:07:38 AM,1293.617,29.537,33.980,666.633,1273.238,29.331,28.411
2586,8/25/2023 11:07:39 AM,1296.873,29.529,34.001,666.929,1257.180,29.273,28.500
2587,8/25/2023 11:07:40 AM,1298.815,29.544,34.045,665.451,1255.081,29.338,28.344
2588,8/25/2023 11:07:41 AM,1276.150,29.603,34.133,665.528,1220.285,29.227,28.542
2589,8/25/2023 11:07:42 AM,1248.546,29.544,34.220,667.188,1242.052,29.203,28.504
2590,8/25/2023 11:07:43 AM,1197.786,29.580,34.227,667.039,1198.976,29.283,28.569
2591,8/25/2023 11:07:44 AM,1250.510,29.498,34.409,667.816,1199.319,29.283,28.510
2592,8/25/2023 11:07:45 AM,1249.258,29.481,34.289,668.275,1183.087,29.216,28.487
2593,8/25/2023 11:07:46 AM,1223.533,29.582,34.112,668.176,1195.150,29.319,28.458
2594,8/25/2023 11:07:47 AM,1237.130,29.544,34.206,668.132,1194.269,29.405,28.529
2595,8/25/2023 11:07:48 AM,1211.068,29.550,33.978,668.647,1198.645,29.353,28.403
2596,8/25/2023 11:07:49 AM,1199.947,29.557,33.897,669.587,1190.197,29.359,28.351
2597,8/25/2023 11:07:50 AM,1196.975,29.569,33.865,669.508,1192.107,29.365,28.460
2598,8/25/2023 11:07:51 AM,1202.049,29.508,33.834,669.443,1205.808,29.298,28.422
2599,8/25/2023 11:07:52 AM,1193.899,29.500,33.811,671.430,1207.844,29.275,28.340
2600,8/25/2023 11:07:53 AM,1205.710,29.595,33.788,671.860,1188.794,29.311,28.332
2601,8/25/2023 11:07:54 AM,1188.657,29.572,33.911,672.362,1203.080,29.229,28.368
2602,8/25/2023 11:07:55 AM,1264.064,29.666,33.874,669.538,1202.581,29.353,28.330
2603,8/25/2023 11:07:56 AM,1239.630,29.599,34.100,668.964,1206.349,29.330,28.380
2604,8/25/2023 11:07:57 AM,1262.519,29.605,34.150,668.942,1197.174,29.351,28.313
2605,8/25/2023 11:07:58 AM,1249.073,29.582,34.112,668.688,1192.498,29.395,28.328
2606,8/25/2023 11:07:59 AM,1216.102,29.544,34.148,669.746,1223.832,29.408,28.340
2607,8/25/2023 11:08:00 AM,1206.677,29.595,34.183,669.803,1210.138,29.275,28.414
2608,8/25/2023 11:08:01 AM,1202.839,29.645,34.087,670.021,1205.740,29.370,28.317
2609,8/25/2023 11:08:02 AM,1199.912,29.599,33.983,669.300,1196.396,29.296,28.391
2610,8/25/2023 11:08:03 AM,1204.895,29.671,33.995,669.787,1197.300,29.361,28.368
2611,8/25/2023 11:08:04 AM,1201.780,29.545,34.016,669.920,1217.515,29.500,28.256
2612,8/25/2023 11:08:05 AM,1188.748,29.624,33.964,669.623,1232.556,29.412,28.345
2613,8/25/2023 11:08:06 AM,1195.054,29.645,34.029,670.181,1218.048,29.403,28.366
2614,8/25/2023 11:08:07 AM,1195.101,29.585,33.983,670.846,1198.293,29.330,28.322
2615,8/25/2023 11:08:08 AM,1218.422,29.635,33.945,670.866,1205.686,29.395,28.298
2616,8/25/2023 11:08:09 AM,1208.104,29.612,33.996,671.602,1212.108,29.307,28.284
2617,8/25/2023 11:08:10 AM,1275.696,29.604,34.134,670.994,1201.158,29.248,28.298
2618,8/25/2023 11:08:11 AM,1235.324,29.662,34.207,670.003,1208.912,29.439,28.210
2619,8/25/2023 11:08:12 AM,1249.731,29.662,34.104,671.113,1224.567,29.446,28.305
2620,8/25/2023 11:08:13 AM,1216.562,29.633,34.031,671.141,1248.415,29.372,28.202
2621,8/25/2023 11:08:14 AM,1196.988,29.625,33.935,671.226,1247.233,29.328,28.217
2622,8/25/2023 11:08:15 AM,1198.773,29.616,33.795,670.674,1250.548,29.387,28.187
2623,8/25/2023 11:08:16 AM,1193.220,29.608,33.860,670.688,1241.596,29.372,28.261
2624,8/25/2023 11:08:17 AM,1262.045,29.646,33.751,671.212,1232.578,29.254,28.305
2625,8/25/2023 11:08:18 AM,1290.633,29.557,33.619,671.113,1231.982,29.284,28.202
2626,8/25/2023 11:08:19 AM,1289.750,29.631,33.649,669.231,1218.555,29.401,28.128
2627,8/25/2023 11:08:20 AM,1278.815,29.631,33.605,668.771,1227.214,29.290,28.252
2628,8/25/2023 11:08:21 AM,1292.433,29.572,33.649,670.355,1240.539,29.349,28.223
2629,8/25/2023 11:08:22 AM,1280.894,29.631,33.751,670.327,1214.930,29.261,28.164
2630,8/25/2023 11:08:23 AM,1282.516,29.587,33.956,668.120,1208.336,29.261,28.223
2631,8/25/2023 11:08:24 AM,1286.114,29.492,33.950,668.304,1220.422,29.217,28.399
2632,8/25/2023 11:08:25 AM,1285.836,29.545,34.060,668.912,1243.546,29.202,28.267
2633,8/25/2023 11:08:26 AM,1284.187,29.509,33.966,669.322,1241.602,29.378,28.267
2634,8/25/2023 11:08:27 AM,1282.258,29.583,34.127,669.987,1230.766,29.261,28.223
2635,8/25/2023 11:08:28 AM,1289.338,29.568,34.200,671.572,1236.874,29.334,28.238
2636,8/25/2023 11:08:29 AM,1291.749,29.524,34.215,671.841,1232.254,29.275,28.238
2637,8/25/2023 11:08:30 AM,1287.795,29.583,34.171,671.544,1242.483,29.305,28.252
2638,8/25/2023 11:08:31 AM,1283.154,29.583,34.186,672.081,1233.115,29.349,28.179
2639,8/25/2023 11:08:32 AM,1292.231,29.574,34.177,671.996,1226.801,29.275,28.326
