Device: DAQ 4
Serial Number: 2135C5F
Channel Count: 7
Sample Count: 3986
Start Time: 8/25/2023 10:24:33 AM
Scan Rate: 1
Sample,Date/Time,Engine Inlet Left (°C),TC15 (°C),TESS Out (°C),Engine Exhaust (°C),Engine Inlet Right (°C),TC18 (°C),TESS In (°C)
980,8/25/2023 10:40:53 AM,42.979,29.002,29.207,52.748,34.398,29.318,28.119
981,8/25/2023 10:40:54 AM,42.906,28.914,29.207,52.907,34.193,29.274,28.104
982,8/25/2023 10:40:55 AM,42.877,28.899,29.252,52.884,34.463,29.251,28.037
983,8/25/2023 10:40:56 AM,42.470,29.032,29.310,52.760,33.928,29.404,27.999
984,8/25/2023 10:40:57 AM,42.877,28.944,29.237,52.666,34.124,29.410,28.093
985,8/25/2023 10:40:58 AM,43.022,29.017,29.296,52.686,34.291,29.226,28.085
986,8/25/2023 10:40:59 AM,42.659,28.899,29.340,52.672,34.876,29.446,28.011
987,8/25/2023 10:41:00 AM,42.964,28.958,29.384,52.686,34.496,29.299,28.026
988,8/25/2023 10:41:01 AM,42.848,28.914,29.310,52.635,34.327,29.423,28.091
989,8/25/2023 10:41:02 AM,42.514,28.973,29.296,52.419,34.064,29.261,28.032
990,8/25/2023 10:41:03 AM,42.267,28.958,29.310,52.309,34.596,29.356,28.039
991,8/25/2023 10:41:04 AM,41.736,28.891,29.331,52.431,34.237,29.436,28.075
992,8/25/2023 10:41:05 AM,41.343,28.906,29.317,52.243,34.179,29.421,28.045
993,8/25/2023 10:41:06 AM,41.358,28.965,29.405,52.134,33.980,29.324,28.154
994,8/25/2023 10:41:07 AM,41.582,29.059,29.455,52.120,34.009,29.251,28.125
995,8/25/2023 10:41:08 AM,41.734,29.036,29.388,52.149,34.126,29.412,28.213
996,8/25/2023 10:41:09 AM,41.972,29.013,29.291,52.134,34.375,29.354,28.066
997,8/25/2023 10:41:10 AM,41.688,29.005,29.386,52.293,34.902,29.383,28.037
998,8/25/2023 10:41:11 AM,41.505,28.908,29.422,52.322,34.814,29.354,28.125
999,8/25/2023 10:41:12 AM,41.642,28.958,29.443,52.357,35.317,29.345,28.058
1000,8/25/2023 10:41:13 AM,41.547,28.935,29.434,52.507,35.674,29.234,28.093
1001,8/25/2023 10:41:14 AM,41.634,28.965,29.449,52.485,35.067,29.358,28.173
1002,8/25/2023 10:41:15 AM,41.632,28.933,29.476,52.225,34.876,29.387,28.070
1003,8/25/2023 10:41:16 AM,41.761,28.990,29.533,52.297,34.891,29.373,27.997
1004,8/25/2023 10:41:17 AM,41.825,29.070,29.598,52.081,34.876,29.284,28.085
1005,8/25/2023 10:41:18 AM,42.078,29.032,29.575,52.101,34.678,29.305,28.047
1006,8/25/2023 10:41:19 AM,42.055,29.009,29.611,51.986,34.678,29.364,27.944
1007,8/25/2023 10:41:20 AM,42.047,29.015,29.573,51.813,34.751,29.379,28.106
1008,8/25/2023 10:41:21 AM,42.234,28.939,29.585,51.908,34.584,29.182,28.070
1009,8/25/2023 10:41:22 AM,42.124,29.005,29.636,51.757,34.636,29.308,28.138
1010,8/25/2023 10:41:23 AM,42.130,29.070,29.495,51.772,34.826,29.337,28.005
1011,8/25/2023 10:41:24 AM,42.209,29.032,29.545,51.815,34.739,29.308,28.020
1012,8/25/2023 10:41:25 AM,42.209,28.988,29.648,51.772,34.782,29.234,27.902
1013,8/25/2023 10:41:26 AM,42.055,28.935,29.566,51.772,34.431,29.322,27.961
1014,8/25/2023 10:41:27 AM,41.698,28.883,29.499,51.677,34.379,29.284,27.923
1015,8/25/2023 10:41:28 AM,41.611,29.059,29.617,51.576,34.233,29.373,27.864
1016,8/25/2023 10:41:29 AM,41.065,29.095,29.579,51.568,34.312,29.364,27.826
1017,8/25/2023 10:41:30 AM,41.071,28.954,29.497,51.531,34.187,29.312,27.951
1018,8/25/2023 10:41:31 AM,41.057,28.984,29.497,51.320,34.588,29.333,27.986
1019,8/25/2023 10:41:32 AM,41.136,29.019,29.533,51.312,33.907,29.368,27.963
1020,8/25/2023 10:41:33 AM,41.389,29.040,29.480,51.211,33.746,29.280,27.860
1021,8/25/2023 10:41:34 AM,41.264,28.988,29.428,51.205,34.003,29.274,27.883
1022,8/25/2023 10:41:35 AM,41.256,29.009,29.331,51.153,34.126,29.192,27.919
1023,8/25/2023 10:41:36 AM,41.430,28.994,29.405,51.269,34.404,29.266,27.831
1024,8/25/2023 10:41:37 AM,41.125,29.009,29.420,51.153,34.112,29.251,28.022
1025,8/25/2023 10:41:38 AM,41.146,28.986,29.338,51.110,34.068,29.163,27.934
1026,8/25/2023 10:41:39 AM,41.349,29.000,29.367,51.254,34.200,29.251,27.963
1027,8/25/2023 10:41:40 AM,41.422,28.986,29.367,51.226,34.434,29.266,27.875
1028,8/25/2023 10:41:41 AM,41.480,28.927,29.396,51.197,34.814,29.207,27.934
1029,8/25/2023 10:41:42 AM,41.538,29.030,29.352,51.217,34.893,29.272,27.896
1030,8/25/2023 10:41:43 AM,41.233,28.986,29.382,51.160,34.381,29.228,28.072
1031,8/25/2023 10:41:44 AM,41.291,29.030,29.323,51.195,34.519,29.161,28.020
1032,8/25/2023 10:41:45 AM,41.262,29.000,29.499,51.180,34.388,29.278,28.035
1033,8/25/2023 10:41:46 AM,41.437,29.045,29.441,51.057,34.277,29.299,27.923
1034,8/25/2023 10:41:47 AM,41.568,28.956,29.396,51.057,34.555,29.270,27.923
1035,8/25/2023 10:41:48 AM,41.663,29.009,29.478,51.013,34.716,29.270,27.938
1036,8/25/2023 10:41:49 AM,41.387,29.023,29.478,50.956,34.745,29.255,27.791
1037,8/25/2023 10:41:50 AM,41.352,29.061,29.399,50.941,34.628,29.167,28.070
1038,8/25/2023 10:41:51 AM,41.192,29.032,29.516,50.883,34.248,29.108,27.997
1039,8/25/2023 10:41:52 AM,41.258,29.055,29.436,50.791,34.110,29.249,27.887
1040,8/25/2023 10:41:53 AM,41.127,28.996,29.466,50.603,33.875,29.278,27.829
1041,8/25/2023 10:41:54 AM,40.946,28.990,29.504,50.537,34.189,29.270,27.879
1042,8/25/2023 10:41:55 AM,40.699,29.019,29.518,50.716,34.386,29.232,27.885
1043,8/25/2023 10:41:56 AM,40.795,29.072,29.512,50.572,34.371,29.217,27.900
1044,8/25/2023 10:41:57 AM,40.809,29.219,29.541,50.434,34.714,29.253,27.906
1045,8/25/2023 10:41:58 AM,40.874,29.387,29.474,50.483,34.764,29.274,27.898
1046,8/25/2023 10:41:59 AM,40.859,29.490,29.489,50.626,35.186,29.272,28.014
1047,8/25/2023 10:42:00 AM,41.142,29.496,29.451,50.683,34.893,29.287,27.925
1048,8/25/2023 10:42:01 AM,41.514,29.490,29.504,50.580,34.657,29.343,27.909
1049,8/25/2023 10:42:02 AM,41.549,29.496,29.466,50.651,34.655,29.341,27.906
1050,8/25/2023 10:42:03 AM,41.549,29.525,29.480,50.785,34.879,29.228,27.911
1051,8/25/2023 10:42:04 AM,41.555,29.532,29.443,50.704,34.446,29.337,28.005
1052,8/25/2023 10:42:05 AM,41.657,29.532,29.457,50.774,35.131,29.261,27.959
1053,8/25/2023 10:42:06 AM,41.503,29.523,29.508,50.715,35.042,29.303,27.986
1054,8/25/2023 10:42:07 AM,41.503,29.332,29.361,50.807,34.697,29.324,28.007
1055,8/25/2023 10:42:08 AM,41.538,29.280,29.470,50.663,34.419,29.266,28.037
1056,8/25/2023 10:42:09 AM,41.399,29.139,29.462,50.605,34.595,29.369,28.066
1057,8/25/2023 10:42:10 AM,41.420,29.410,29.497,50.624,33.853,29.387,28.085
1058,8/25/2023 10:42:11 AM,41.447,29.408,29.436,50.537,34.028,29.373,28.085
1059,8/25/2023 10:42:12 AM,41.599,29.517,29.325,50.515,34.152,29.350,28.106
1060,8/25/2023 10:42:13 AM,41.489,29.523,29.420,50.327,34.137,29.526,27.974
1061,8/25/2023 10:42:14 AM,41.568,29.441,29.441,50.304,34.494,29.415,27.965
1062,8/25/2023 10:42:15 AM,41.617,29.286,29.432,50.442,35.102,29.350,28.003
1063,8/25/2023 10:42:16 AM,41.603,29.315,29.548,50.457,35.000,29.291,28.003
1064,8/25/2023 10:42:17 AM,41.514,29.416,29.533,50.341,34.436,29.356,28.142
1065,8/25/2023 10:42:18 AM,41.395,29.252,29.604,50.160,34.407,29.282,28.125
1066,8/25/2023 10:42:19 AM,41.372,29.215,29.493,50.086,34.580,29.354,28.066
1067,8/25/2023 10:42:20 AM,41.495,29.265,29.558,50.020,34.659,29.419,28.117
1068,8/25/2023 10:42:21 AM,41.327,29.374,29.564,49.991,34.791,29.404,28.146
1069,8/25/2023 10:42:22 AM,41.740,29.366,29.468,50.135,34.923,29.257,28.117
1070,8/25/2023 10:42:23 AM,41.746,29.343,29.621,50.106,34.616,29.375,28.131
1071,8/25/2023 10:42:24 AM,41.918,29.252,29.634,50.222,34.703,29.345,28.073
1072,8/25/2023 10:42:25 AM,41.620,29.200,29.655,49.962,34.952,29.375,28.117
1073,8/25/2023 10:42:26 AM,41.539,29.177,29.661,50.892,37.601,29.396,28.108
1074,8/25/2023 10:42:27 AM,478.572,29.168,29.697,73.935,914.085,29.337,28.153
1075,8/25/2023 10:42:28 AM,753.003,29.219,29.688,169.383,1128.814,29.308,28.285
1076,8/25/2023 10:42:29 AM,1024.170,29.166,29.636,208.830,1176.308,29.270,28.188
1077,8/25/2023 10:42:30 AM,1035.476,29.217,29.730,260.558,1226.867,29.306,28.136
1078,8/25/2023 10:42:31 AM,1051.766,29.267,29.707,278.215,1184.726,29.261,28.018
1079,8/25/2023 10:42:32 AM,1066.303,29.295,29.720,304.580,1187.380,29.253,28.098
1080,8/25/2023 10:42:33 AM,1038.769,29.410,29.747,320.224,1180.377,29.406,28.089
1081,8/25/2023 10:42:34 AM,1030.710,29.395,29.703,326.766,1187.321,29.392,28.178
1082,8/25/2023 10:42:35 AM,1022.277,29.255,29.798,335.381,1160.152,29.304,28.089
1083,8/25/2023 10:42:36 AM,1087.664,29.355,29.766,338.658,1212.547,29.318,28.163
1084,8/25/2023 10:42:37 AM,916.719,29.311,29.781,336.878,1202.606,29.333,28.016
1085,8/25/2023 10:42:38 AM,879.210,29.253,29.737,334.041,1172.240,29.362,27.986
1086,8/25/2023 10:42:39 AM,871.898,29.194,29.766,334.634,1187.331,29.282,28.127
1087,8/25/2023 10:42:40 AM,855.087,29.311,29.766,335.803,1191.786,29.282,28.186
1088,8/25/2023 10:42:41 AM,846.538,29.194,29.751,336.686,1234.114,29.253,28.083
1089,8/25/2023 10:42:42 AM,851.738,29.320,29.760,340.361,1236.449,29.209,28.083
1090,8/25/2023 10:42:43 AM,856.665,29.269,29.812,341.252,1275.398,29.232,28.047
1091,8/25/2023 10:42:44 AM,674.632,29.299,29.856,314.854,702.649,29.268,27.980
1092,8/25/2023 10:42:45 AM,517.864,29.255,29.724,243.457,476.020,29.348,28.075
1093,8/25/2023 10:42:46 AM,317.411,29.307,29.821,214.852,267.062,29.304,28.089
1094,8/25/2023 10:42:47 AM,207.556,29.330,29.814,174.613,214.646,29.325,28.125
1095,8/25/2023 10:42:48 AM,178.256,29.360,29.829,149.127,151.342,29.257,28.028
1096,8/25/2023 10:42:49 AM,145.856,29.139,29.829,139.826,122.929,29.346,28.176
1097,8/25/2023 10:42:50 AM,132.220,29.227,29.800,125.870,113.557,29.301,28.073
1098,8/25/2023 10:42:51 AM,109.871,29.301,29.829,120.776,100.483,29.243,28.014
1099,8/25/2023 10:42:52 AM,103.234,29.507,29.800,112.842,96.889,29.293,28.079
1100,8/25/2023 10:42:53 AM,100.277,29.536,29.785,109.746,91.059,29.211,28.026
1101,8/25/2023 10:42:54 AM,96.159,29.551,29.770,105.291,84.777,29.314,28.056
1102,8/25/2023 10:42:55 AM,95.850,29.500,29.720,101.884,83.229,29.329,28.174
1103,8/25/2023 10:42:56 AM,93.564,29.544,29.720,100.751,79.984,29.320,28.062
1104,8/25/2023 10:42:57 AM,93.858,29.668,29.741,98.763,79.912,29.350,28.018
1105,8/25/2023 10:42:58 AM,92.636,29.595,29.726,97.237,75.889,29.335,27.974
1106,8/25/2023 10:42:59 AM,96.562,29.536,29.741,96.624,74.149,29.327,28.068
1107,8/25/2023 10:43:00 AM,96.346,29.595,29.653,95.286,73.132,29.356,28.068
1108,8/25/2023 10:43:01 AM,95.454,29.507,29.741,94.487,72.122,29.289,27.986
1109,8/25/2023 10:43:02 AM,92.688,29.486,29.705,93.323,70.246,29.333,27.972
1110,8/25/2023 10:43:03 AM,95.778,29.324,29.646,92.562,69.630,29.274,28.045
1111,8/25/2023 10:43:04 AM,95.908,29.309,29.690,91.772,69.129,29.318,28.001
1112,8/25/2023 10:43:05 AM,92.335,29.257,29.623,90.945,67.917,29.369,28.111
1113,8/25/2023 10:43:06 AM,83.885,29.227,29.711,90.256,65.453,29.280,28.096
1114,8/25/2023 10:43:07 AM,80.847,29.257,29.682,88.971,65.602,29.331,27.999
1115,8/25/2023 10:43:08 AM,77.273,29.101,29.674,88.454,64.656,29.287,27.999
1116,8/25/2023 10:43:09 AM,77.179,29.269,29.724,87.192,63.050,29.272,28.043
1117,8/25/2023 10:43:10 AM,75.568,29.246,29.833,86.682,63.056,29.220,28.094
1118,8/25/2023 10:43:11 AM,75.559,29.194,29.810,85.779,63.586,29.220,28.035
1119,8/25/2023 10:43:12 AM,76.388,29.148,29.793,84.868,66.503,29.343,28.115
1120,8/25/2023 10:43:13 AM,76.830,29.116,29.747,84.509,64.568,29.358,28.100
1121,8/25/2023 10:43:14 AM,74.416,29.211,29.621,83.578,66.417,29.343,28.056
1122,8/25/2023 10:43:15 AM,74.766,29.217,29.701,83.162,68.108,29.358,28.144
1123,8/25/2023 10:43:16 AM,73.254,29.208,29.693,82.696,66.409,29.350,27.915
1124,8/25/2023 10:43:17 AM,74.340,29.148,29.676,81.845,66.532,29.329,28.041
1125,8/25/2023 10:43:18 AM,75.091,29.169,29.594,81.615,64.310,29.343,28.071
1126,8/25/2023 10:43:19 AM,73.995,29.145,29.644,81.249,64.947,29.262,28.003
1127,8/25/2023 10:43:20 AM,72.268,29.181,29.621,81.120,61.260,29.350,28.018
1128,8/25/2023 10:43:21 AM,71.759,29.217,29.672,80.734,61.906,29.350,28.047
1129,8/25/2023 10:43:22 AM,71.779,29.120,29.634,80.361,63.412,29.320,28.003
1130,8/25/2023 10:43:23 AM,72.673,29.259,29.640,80.167,61.769,29.224,28.010
1131,8/25/2023 10:43:24 AM,71.863,29.177,29.646,79.729,59.592,29.362,28.060
1132,8/25/2023 10:43:25 AM,70.443,29.263,29.718,79.529,59.535,29.318,28.031
1133,8/25/2023 10:43:26 AM,68.651,29.202,29.774,79.242,61.344,29.333,28.001
1134,8/25/2023 10:43:27 AM,68.428,29.150,29.751,78.854,60.682,29.346,28.029
1135,8/25/2023 10:43:28 AM,68.806,29.215,29.743,78.688,63.544,29.293,27.991
1136,8/25/2023 10:43:29 AM,68.211,29.236,29.764,78.316,61.736,29.220,27.932
1137,8/25/2023 10:43:30 AM,67.300,29.183,29.712,78.115,61.090,29.293,28.005
1138,8/25/2023 10:43:31 AM,67.492,29.263,29.703,77.849,61.527,29.329,27.982
1139,8/25/2023 10:43:32 AM,67.806,29.290,29.701,77.720,60.579,29.358,28.100
1140,8/25/2023 10:43:33 AM,69.302,29.267,29.751,77.369,59.034,29.379,28.048
1141,8/25/2023 10:43:34 AM,68.721,29.215,29.743,77.011,58.474,29.306,27.989
1142,8/25/2023 10:43:35 AM,66.586,29.288,29.743,76.939,58.991,29.320,28.048
1143,8/25/2023 10:43:36 AM,65.711,29.215,29.743,76.724,59.910,29.262,28.018
1144,8/25/2023 10:43:37 AM,66.557,29.127,29.802,76.546,58.741,29.299,27.909
1145,8/25/2023 10:43:38 AM,66.557,29.185,29.787,76.238,58.373,29.291,27.900
1146,8/25/2023 10:43:39 AM,66.199,29.141,29.831,75.857,59.586,29.297,27.980
1147,8/25/2023 10:43:40 AM,67.101,29.185,29.772,75.714,59.084,29.180,28.024
1148,8/25/2023 10:43:41 AM,66.276,29.251,29.852,75.413,58.868,29.327,28.010
1149,8/25/2023 10:43:42 AM,67.394,29.162,29.808,75.442,58.681,29.327,27.951
1150,8/25/2023 10:43:43 AM,67.087,29.083,29.655,75.213,60.391,29.283,27.951
1151,8/25/2023 10:43:44 AM,65.582,29.083,29.684,75.070,59.802,29.165,27.921
1152,8/25/2023 10:43:45 AM,65.654,29.156,29.684,74.984,57.905,29.150,27.907
1153,8/25/2023 10:43:46 AM,65.568,29.112,29.581,74.898,56.640,29.297,27.966
1154,8/25/2023 10:43:47 AM,65.324,29.038,29.670,74.669,56.669,29.283,27.848
1155,8/25/2023 10:43:48 AM,65.717,29.074,29.588,74.649,55.742,29.276,28.003
1156,8/25/2023 10:43:49 AM,66.176,29.104,29.793,74.563,56.964,29.173,27.989
1157,8/25/2023 10:43:50 AM,67.065,29.030,29.661,74.505,57.683,29.218,28.018
1158,8/25/2023 10:43:51 AM,66.528,29.038,29.670,74.297,56.266,29.253,28.024
1159,8/25/2023 10:43:52 AM,66.207,29.120,29.707,74.203,56.574,29.230,28.045
1160,8/25/2023 10:43:53 AM,66.966,29.076,29.693,73.939,57.042,29.239,28.039
1161,8/25/2023 10:43:54 AM,69.187,29.135,29.693,73.968,60.276,29.239,27.995
1162,8/25/2023 10:43:55 AM,69.073,29.076,29.737,73.810,55.705,29.180,27.995
1163,8/25/2023 10:43:56 AM,69.158,29.135,29.707,73.687,54.458,29.245,28.045
1164,8/25/2023 10:43:57 AM,65.777,29.047,29.722,73.665,54.695,29.089,27.934
1165,8/25/2023 10:43:58 AM,63.605,29.099,29.789,73.413,57.349,29.316,28.043
1166,8/25/2023 10:43:59 AM,62.234,29.047,29.751,73.370,60.883,29.228,27.778
1167,8/25/2023 10:44:00 AM,63.368,29.091,29.810,73.305,58.907,29.146,27.932
1168,8/25/2023 10:44:01 AM,64.013,29.076,29.796,73.096,58.640,29.167,27.982
1169,8/25/2023 10:44:02 AM,65.175,29.032,29.898,72.988,57.137,29.306,27.974
1170,8/25/2023 10:44:03 AM,64.386,29.017,29.810,72.865,54.351,29.150,27.980
1171,8/25/2023 10:44:04 AM,65.777,29.091,29.840,72.720,52.044,29.325,27.905
1172,8/25/2023 10:44:05 AM,65.748,29.076,29.854,72.597,52.612,29.390,28.058
1173,8/25/2023 10:44:06 AM,64.851,28.980,29.861,72.382,54.471,29.287,28.043
1174,8/25/2023 10:44:07 AM,65.990,28.971,29.808,72.425,56.256,29.228,28.014
1175,8/25/2023 10:44:08 AM,66.225,29.080,29.873,72.317,56.521,29.249,28.006
1176,8/25/2023 10:44:09 AM,64.218,29.051,29.785,72.252,55.865,29.241,27.997
1177,8/25/2023 10:44:10 AM,63.665,28.969,29.762,72.086,55.396,29.262,28.077
1178,8/25/2023 10:44:11 AM,63.857,28.975,29.798,71.971,56.202,29.276,28.062
1179,8/25/2023 10:44:12 AM,65.017,28.973,29.707,71.871,54.259,29.321,28.018
1180,8/25/2023 10:44:13 AM,65.439,29.068,29.758,71.705,54.164,29.283,27.995
1181,8/25/2023 10:44:14 AM,65.072,29.133,29.676,71.499,55.958,29.321,28.092
1182,8/25/2023 10:44:15 AM,65.371,29.013,29.835,71.419,55.921,29.209,28.024
1183,8/25/2023 10:44:16 AM,65.177,28.946,29.754,71.425,54.286,29.289,28.060
1184,8/25/2023 10:44:17 AM,64.566,29.143,29.833,71.374,53.716,29.148,28.037
1185,8/25/2023 10:44:18 AM,63.525,29.120,29.825,71.217,52.851,29.369,28.052
1186,8/25/2023 10:44:19 AM,64.570,29.104,29.764,71.145,52.635,29.222,28.111
1187,8/25/2023 10:44:20 AM,64.820,29.081,29.785,71.217,51.496,29.222,28.140
1188,8/25/2023 10:44:21 AM,62.710,29.064,29.871,71.131,52.462,29.134,28.214
1189,8/25/2023 10:44:22 AM,64.632,29.123,29.760,70.953,51.157,29.171,28.207
1190,8/25/2023 10:44:23 AM,63.849,29.129,29.819,70.852,49.980,29.178,28.037
1191,8/25/2023 10:44:24 AM,63.144,29.127,29.817,70.601,51.496,29.295,28.220
1192,8/25/2023 10:44:25 AM,62.970,29.081,29.770,70.492,51.415,29.228,28.249
1193,8/25/2023 10:44:26 AM,61.484,29.087,29.747,70.507,50.275,29.169,28.117
1194,8/25/2023 10:44:27 AM,61.246,29.167,29.783,70.235,50.434,29.169,28.132
1195,8/25/2023 10:44:28 AM,60.362,29.129,29.789,70.134,49.640,29.228,28.146
1196,8/25/2023 10:44:29 AM,59.449,29.194,29.737,70.077,50.116,29.258,28.191
1197,8/25/2023 10:44:30 AM,59.061,29.076,29.781,70.120,50.520,29.302,28.088
1198,8/25/2023 10:44:31 AM,58.463,29.053,29.743,69.991,48.845,29.272,28.191
1199,8/25/2023 10:44:32 AM,58.038,29.015,29.720,69.748,49.120,29.272,28.073
1200,8/25/2023 10:44:33 AM,57.340,29.125,29.726,69.688,48.698,29.329,27.938
1201,8/25/2023 10:44:34 AM,57.188,29.072,29.718,69.596,44.523,29.176,27.961
1202,8/25/2023 10:44:35 AM,57.928,29.137,29.666,68.895,42.579,29.146,28.006
1203,8/25/2023 10:44:36 AM,58.609,29.099,29.701,68.743,43.122,29.167,27.953
1204,8/25/2023 10:44:37 AM,59.233,29.106,29.590,68.600,44.790,29.211,27.894
1205,8/25/2023 10:44:38 AM,56.868,29.186,29.552,68.227,42.367,29.153,27.997
1206,8/25/2023 10:44:39 AM,56.917,29.133,29.558,68.113,43.674,29.182,27.791
1207,8/25/2023 10:44:40 AM,56.765,29.139,29.624,67.998,43.470,29.050,27.850
1208,8/25/2023 10:44:41 AM,56.909,29.154,29.624,67.898,44.022,29.197,27.909
1209,8/25/2023 10:44:42 AM,57.139,29.066,29.712,67.804,44.826,29.247,27.842
1210,8/25/2023 10:44:43 AM,54.945,29.001,29.632,67.746,41.429,29.306,27.886
1211,8/25/2023 10:44:44 AM,54.413,29.104,29.617,67.509,41.173,29.195,27.907
1212,8/25/2023 10:44:45 AM,54.773,29.118,29.647,67.409,40.257,29.136,27.966
1213,8/25/2023 10:44:46 AM,55.486,29.083,29.743,67.437,43.802,29.136,27.892
1214,8/25/2023 10:44:47 AM,54.910,29.171,29.729,67.315,44.548,29.245,28.001
1215,8/25/2023 10:44:48 AM,54.248,29.039,29.831,67.321,45.931,29.148,27.949
1216,8/25/2023 10:44:49 AM,54.406,29.097,29.743,67.327,45.894,29.228,27.896
1217,8/25/2023 10:44:50 AM,55.998,29.047,29.737,67.276,46.624,29.176,27.947
1218,8/25/2023 10:44:51 AM,55.501,29.127,29.846,67.259,45.681,29.174,27.959
1219,8/25/2023 10:44:52 AM,56.220,29.127,29.773,67.186,45.128,29.304,27.913
1220,8/25/2023 10:44:53 AM,57.342,29.039,29.773,67.186,45.751,29.230,27.913
1221,8/25/2023 10:44:54 AM,58.679,29.009,29.743,67.014,44.316,29.142,27.869
1222,8/25/2023 10:44:55 AM,59.541,29.024,29.802,67.006,45.801,29.237,27.934
1223,8/25/2023 10:44:56 AM,59.016,28.971,29.705,66.977,46.192,29.281,27.919
1224,8/25/2023 10:44:57 AM,59.656,28.994,29.773,66.868,43.777,29.243,27.955
1225,8/25/2023 10:44:58 AM,57.960,29.053,29.875,66.823,45.182,29.226,27.821
1226,8/25/2023 10:44:59 AM,58.995,29.039,29.920,66.701,43.143,29.262,27.945
1227,8/25/2023 10:45:00 AM,58.513,29.060,29.808,66.678,44.049,29.356,28.010
1228,8/25/2023 10:45:01 AM,58.556,29.045,29.823,66.592,45.122,29.106,27.936
1229,8/25/2023 10:45:02 AM,58.197,29.001,29.794,66.471,45.333,29.218,27.959
1230,8/25/2023 10:45:03 AM,57.585,28.963,29.829,66.320,46.252,29.268,27.966
1231,8/25/2023 10:45:04 AM,57.383,29.007,29.859,66.426,46.041,29.304,28.031
1232,8/25/2023 10:45:05 AM,57.291,29.030,29.896,66.318,44.583,29.251,27.978
1233,8/25/2023 10:45:06 AM,56.652,29.009,29.846,66.209,44.503,29.287,28.044
1234,8/25/2023 10:45:07 AM,56.543,28.942,29.838,66.123,44.749,29.272,28.014
1235,8/25/2023 10:45:08 AM,57.794,29.001,29.852,66.003,44.380,29.281,27.949
1236,8/25/2023 10:45:09 AM,57.995,28.971,29.838,65.673,42.625,29.266,28.052
1237,8/25/2023 10:45:10 AM,55.110,29.095,29.917,65.329,38.770,29.178,28.081
1238,8/25/2023 10:45:11 AM,54.664,28.948,29.844,64.927,39.149,29.237,28.229
1239,8/25/2023 10:45:12 AM,55.326,28.963,29.815,65.028,40.241,29.237,27.978
1240,8/25/2023 10:45:13 AM,55.634,29.028,29.850,65.091,44.966,29.287,28.073
1241,8/25/2023 10:45:14 AM,56.331,28.961,29.724,65.341,44.770,29.396,28.050
1242,8/25/2023 10:45:15 AM,54.861,29.003,29.854,65.476,44.443,29.329,28.027
1243,8/25/2023 10:45:16 AM,55.305,29.016,29.867,65.517,44.890,29.327,28.054
1244,8/25/2023 10:45:17 AM,54.721,29.022,29.800,65.495,45.881,29.216,28.163
1245,8/25/2023 10:45:18 AM,54.641,28.984,29.792,65.579,43.023,29.287,28.073
1246,8/25/2023 10:45:19 AM,56.107,29.085,29.819,65.011,40.006,29.308,27.962
1247,8/25/2023 10:45:20 AM,54.725,29.026,29.819,65.024,38.868,29.350,28.092
1248,8/25/2023 10:45:21 AM,54.622,29.068,29.802,64.706,38.064,29.304,28.075
1249,8/25/2023 10:45:22 AM,53.843,29.007,29.888,64.612,40.168,29.296,28.140
1250,8/25/2023 10:45:23 AM,53.546,29.116,29.777,64.446,38.922,29.302,27.970
1251,8/25/2023 10:45:24 AM,53.668,29.064,29.739,64.202,37.946,29.331,28.117
1252,8/25/2023 10:45:25 AM,53.342,29.100,29.892,64.166,37.412,29.308,28.094
1253,8/25/2023 10:45:26 AM,53.672,29.098,29.890,64.094,37.660,29.323,28.124
1254,8/25/2023 10:45:27 AM,54.448,29.110,29.888,64.108,40.311,29.293,28.168
1255,8/25/2023 10:45:28 AM,53.927,29.093,29.886,64.194,40.253,29.235,28.079
1256,8/25/2023 10:45:29 AM,54.193,29.056,29.819,64.143,39.794,29.359,27.983
1257,8/25/2023 10:45:30 AM,55.443,29.098,29.787,64.008,41.199,29.338,28.006
1258,8/25/2023 10:45:31 AM,55.521,29.133,29.897,64.123,42.245,29.264,27.962
1259,8/25/2023 10:45:32 AM,54.131,29.125,29.874,64.114,43.340,29.212,27.997
1260,8/25/2023 10:45:33 AM,55.015,29.087,29.895,64.143,43.950,29.359,28.071
1261,8/25/2023 10:45:34 AM,55.382,29.167,29.886,64.207,44.492,29.203,28.048
1262,8/25/2023 10:45:35 AM,54.653,29.026,29.834,64.270,44.064,29.312,27.981
1263,8/25/2023 10:45:36 AM,54.697,29.159,29.878,64.184,43.918,29.254,28.054
1264,8/25/2023 10:45:37 AM,54.481,29.232,29.746,64.182,45.395,29.252,28.008
1265,8/25/2023 10:45:38 AM,53.616,29.085,29.834,64.176,45.230,29.304,28.046
1266,8/25/2023 10:45:39 AM,53.270,29.129,29.863,64.018,45.403,29.216,28.002
1267,8/25/2023 10:45:40 AM,53.343,29.011,29.848,64.010,45.526,29.281,27.920
1268,8/25/2023 10:45:41 AM,52.881,28.967,29.892,64.010,46.235,29.296,28.023
1269,8/25/2023 10:45:42 AM,52.498,28.930,29.840,63.824,45.613,29.310,27.934
1270,8/25/2023 10:45:43 AM,52.498,28.841,29.811,63.795,45.381,29.340,27.964
1271,8/25/2023 10:45:44 AM,53.925,28.944,29.781,63.680,44.946,29.281,27.920
1272,8/25/2023 10:45:45 AM,53.773,28.833,29.788,63.594,44.888,29.222,27.964
1273,8/25/2023 10:45:46 AM,53.946,28.848,29.714,63.600,44.836,29.228,27.985
