"Model #","Serial #","Date","Time","Data","Units","Scale","F","I","V","D","M","T"
44,27202,04/24/2023,12:35:00,103,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2023,12:40:00,99.1,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2023,12:45:00,81.52,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2023,12:50:00,100.2,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2023,12:55:00,140.1,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2023,13:00:00,173,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2023,13:05:00,159,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2023,13:10:00,173.1,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2023,13:15:00,193.3,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2023,13:20:00,198,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2023,13:25:00,194,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2023,13:30:00,216.2,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2023,13:35:00,307.2,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2023,13:40:00,425,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2023,13:45:00,445,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2023,13:50:00,1020,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2023,13:55:00,911,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2023,14:00:00,560.1,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2023,14:05:00,388.4,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2023,14:10:00,339.2,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2023,14:15:00,407.3,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2023,14:20:00,457.3,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2023,14:25:00,402,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2023,14:30:00,330,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2023,14:35:00,369,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2023,14:40:00,429,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2023,14:45:00,381,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2023,14:50:00,302,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2023,14:55:00,304.3,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2023,15:00:00,447,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2023,15:05:00,474,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2023,15:10:00,414,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2023,15:15:00,477,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2023,15:20:00,483,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2023,15:25:00,346,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2023,15:30:00,397.1,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2023,15:35:00,371,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2023,15:40:00,364.1,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2023,15:45:00,357,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2023,15:50:00,409,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2023,15:55:00,348.4,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2023,16:00:00,293,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2023,16:05:00,354,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2023,16:10:00,340,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2023,16:15:00,284,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2023,16:20:00,338.4,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2023,16:25:00,435,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2023,16:30:00,425,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2023,16:35:00,728,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2023,16:40:00,485.3,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2023,16:45:00,536,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2023,16:50:00,477,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2023,16:55:00,294,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2023,17:00:00,296,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2023,17:05:00,274,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2020,16:50:00,298.3,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2020,16:55:00,438.3,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2020,17:00:00,710.3,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2020,17:05:00,261,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2020,17:10:00,200,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2020,17:15:00,158.1,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2020,17:20:00,128.1,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2020,17:25:00,165.3,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2020,17:30:00,175,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2020,17:35:00,176,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2020,17:40:00,189,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2020,17:45:00,192,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2020,17:50:00,200,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2020,17:55:00,203,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2020,18:00:00,311,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2020,18:05:00,210,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2020,18:10:00,161.1,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2020,18:15:00,119.3,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2020,18:20:00,81.5,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2020,18:25:00,85.22,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2020,18:30:00,80.73,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2020,18:35:00,72.6,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2020,18:40:00,73.4,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2020,18:45:00,65.6,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2020,18:50:00,54.5,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2020,18:55:00,70.21,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2020,19:00:00,72.6,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2020,19:05:00,115.3,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2020,19:10:00,50.1,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2020,19:15:00,27.7,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2020,19:20:00,13.4,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2020,19:25:00,9.06,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2020,19:30:00,7.662,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2020,19:35:00,5.201,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2020,19:40:00,3.964,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2020,19:45:00,1.67,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2020,19:50:00,0.804,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2020,19:55:00,-0.644,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2020,20:00:00,-1.66,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2020,20:05:00,-1.62,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2020,20:10:00,-0.9743,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2020,20:15:00,0.7771,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2020,20:20:00,-1.75,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2020,20:25:00,-1.8,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2020,20:30:00,-0.727,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2020,20:35:00,-1.09,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2020,20:40:00,-0.806,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2020,20:45:00,-1.94,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2020,20:50:00,-1.37,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2020,20:55:00,-0.965,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2020,21:00:00,-1.79,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2020,21:05:00,-1.33,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2020,21:10:00,-1.52,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2020,21:15:00,-1.92,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2020,21:20:00,-1.471,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2020,21:25:00,-1.17,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2020,21:30:00,-1.39,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2020,21:35:00,-1.49,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2020,21:40:00,-1.072,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2020,21:45:00,-1.87,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2020,21:50:00,-1.24,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2020,21:55:00,-1.392,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2020,22:00:00,-2.531,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2020,22:05:00,-2.3,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2020,22:10:00,-2.42,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2020,22:15:00,-3.063,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2020,22:20:00,-3.33,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2020,22:25:00,-1.182,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2020,22:30:00,-1.67,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2020,22:35:00,-2.67,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2020,22:40:00,-2.43,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2020,22:45:00,-1.74,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2020,22:50:00,-2.41,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2020,22:55:00,-1.19,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2020,23:00:00,-1.22,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2020,23:05:00,-1.02,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2020,23:10:00,-1.432,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2020,23:15:00,-2.161,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2020,23:20:00,-2.644,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2020,23:25:00,-2.66,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2020,23:30:00,-3.213,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2020,23:35:00,-3.1,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2020,23:40:00,-3.443,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2020,23:45:00,-2.392,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2020,23:50:00,-3.84,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/24/2020,23:55:00,-3,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,00:00:00,-2.992,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,00:05:00,-3.593,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,00:10:00,-3.03,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,00:15:00,-2.75,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,00:20:00,-1.502,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,00:25:00,-1.32,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,00:30:00,-1.271,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,00:35:00,-0.9524,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,00:40:00,-0.569,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,00:45:00,-0.391,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,00:50:00,-1.44,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,00:55:00,-1.63,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,01:00:00,-1.23,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,01:05:00,-1.56,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,01:10:00,-1.67,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,01:15:00,-1.69,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,01:20:00,-1.84,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,01:25:00,-1.402,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,01:30:00,-2.38,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,01:35:00,-2.122,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,01:40:00,-0.5963,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,01:45:00,-1.414,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,01:50:00,-1.87,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,01:55:00,-1.781,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,02:00:00,-1.243,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,02:05:00,0.606,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,02:10:00,0.787,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,02:15:00,-1.8,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,02:20:00,-1.423,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,02:25:00,-2.402,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,02:30:00,-1.493,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,02:35:00,-1.87,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,02:40:00,-2.6,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,02:45:00,-1.82,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,02:50:00,-2.573,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,02:55:00,-2.561,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,03:00:00,-2.472,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,03:05:00,-2.23,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,03:10:00,-1.484,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,03:15:00,-1.14,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,03:20:00,-0.747,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,03:25:00,-0.8333,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,03:30:00,-0.698,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,03:35:00,-2.56,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,03:40:00,-1.86,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,03:45:00,-1.57,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,03:50:00,-2.02,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,03:55:00,-1.15,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,04:00:00,-2.714,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,04:05:00,-1.674,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,04:10:00,-2.5,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,04:15:00,-2.573,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,04:20:00,-1.021,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,04:25:00,-1.713,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,04:30:00,-1.784,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,04:35:00,-1.78,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,04:40:00,-0.789,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,04:45:00,-1.66,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,04:50:00,-1.48,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,04:55:00,-0.193,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,05:00:00,-1.012,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,05:05:00,-1.09,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,05:10:00,-1.433,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,05:15:00,-1.21,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,05:20:00,-0.3722,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,05:25:00,-1.261,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,05:30:00,-0.9921,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,05:35:00,-1.291,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,05:40:00,-1.44,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,05:45:00,-1.583,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,05:50:00,-1.291,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,05:55:00,-0.27,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,06:00:00,-1.72,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,06:05:00,-0.797,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,06:10:00,-0.9751,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,06:15:00,-1.113,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,06:20:00,-0.6083,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,06:25:00,-0.852,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,06:30:00,0.236,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,06:35:00,-1.372,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,06:40:00,-0.759,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,06:45:00,0.976,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,06:50:00,11.81,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,06:55:00,14.14,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,07:00:00,4.59,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,07:05:00,2.7,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,07:10:00,3.684,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,07:15:00,7.383,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,07:20:00,14.1,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,07:25:00,18.8,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,07:30:00,22.21,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,07:35:00,18.3,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,07:40:00,37.72,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,07:45:00,82.4,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,07:50:00,94.13,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,07:55:00,105.2,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,08:00:00,110,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,08:05:00,93.22,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,08:10:00,97.92,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,08:15:00,120,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,08:20:00,139.3,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,08:25:00,117,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,08:30:00,264.4,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,08:35:00,337,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,08:40:00,347.2,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,08:45:00,372.3,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,08:50:00,385.2,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,08:55:00,430,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,09:00:00,107,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,09:05:00,315,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,09:10:00,262.4,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,09:15:00,198,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,09:20:00,581,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,09:25:00,502.1,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,09:30:00,596.3,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,09:35:00,593,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,09:40:00,295,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,09:45:00,213,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,09:50:00,264.4,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,09:55:00,676.2,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,10:00:00,477.2,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,10:05:00,860,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,10:10:00,634,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,10:15:00,406.1,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,10:20:00,656,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,10:25:00,344,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,10:30:00,304,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,10:35:00,268.1,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,10:40:00,296.3,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,10:45:00,267.4,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,10:50:00,252,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,10:55:00,212,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,11:00:00,197,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/25/2020,11:05:00,197.3,"W/m² ",1.00," "," "," "," "," "," "
